"","x"
"1",0.870967741935484
"2",0.354838709677419
"3",0.419354838709677
"4",0
"5",0
"6",0
"7",0.032258064516129
"8",0
"9",0.935483870967742
"10",0.870967741935484
"11",0.483870967741935
"12",0.258064516129032
"13",0
"14",0
"15",0
"16",0
"17",0.67741935483871
"18",0
"19",0
"20",0
"21",0.032258064516129
"22",1
"23",0.32258064516129
"24",0.612903225806452
"25",0
"26",0
"27",0
"28",0
"29",0.774193548387097
"30",0.483870967741935
"31",0
"32",1
"33",0
"34",0
"35",0.741935483870968
"36",0.032258064516129
"37",0.451612903225806
"38",0
"39",0.612903225806452
"40",0.225806451612903
"41",0
"42",0.032258064516129
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0.580645161290323
"54",0
"55",0
"56",0.935483870967742
"57",0
"58",0.032258064516129
"59",0
"60",0
"61",1
"62",0.645161290322581
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0.0967741935483871
"71",0.451612903225806
"72",0
"73",0.741935483870968
"74",0
"75",1
"76",1
"77",0
"78",0.870967741935484
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0.193548387096774
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0.774193548387097
"97",0.645161290322581
"98",0
"99",0.193548387096774
"100",0
