"","x"
"1",0.0967741935483871
"2",0.193548387096774
"3",0.935483870967742
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0.838709677419355
"10",0.645161290322581
"11",0.935483870967742
"12",0.161290322580645
"13",0
"14",0
"15",0
"16",0
"17",0.935483870967742
"18",0
"19",0
"20",0
"21",0
"22",0.967741935483871
"23",0.935483870967742
"24",0.806451612903226
"25",0
"26",0
"27",0
"28",0
"29",0.967741935483871
"30",0.838709677419355
"31",0.225806451612903
"32",0.870967741935484
"33",0
"34",0
"35",0.838709677419355
"36",0
"37",1
"38",0
"39",0
"40",0.838709677419355
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0.903225806451613
"54",0
"55",0
"56",0.967741935483871
"57",0
"58",0
"59",0
"60",0
"61",0.838709677419355
"62",0.870967741935484
"63",0
"64",0
"65",0
"66",0.870967741935484
"67",0
"68",0
"69",0
"70",0
"71",0.935483870967742
"72",0
"73",0.387096774193548
"74",0
"75",0.806451612903226
"76",0.32258064516129
"77",0
"78",1
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0.032258064516129
"85",0
"86",0.580645161290323
"87",0
"88",0
"89",0
"90",0.032258064516129
"91",0.129032258064516
"92",0.32258064516129
"93",0
"94",0
"95",0
"96",0.870967741935484
"97",0.967741935483871
"98",0
"99",0
"100",0
