"","x"
"1",0
"2",0
"3",0.0967741935483871
"4",0
"5",0.387096774193548
"6",0.129032258064516
"7",0.516129032258065
"8",0
"9",0
"10",0.870967741935484
"11",0
"12",0.548387096774194
"13",0
"14",0.129032258064516
"15",0
"16",0
"17",0.0645161290322581
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0.258064516129032
"26",0
"27",0.193548387096774
"28",0
"29",0.0645161290322581
"30",0
"31",0
"32",0
"33",0
"34",0.032258064516129
"35",0.0967741935483871
"36",0
"37",0
"38",0
"39",0
"40",0.225806451612903
"41",0
"42",0
"43",0.193548387096774
"44",0
"45",0.451612903225806
"46",0
"47",0
"48",0
"49",0
"50",0.419354838709677
"51",0
"52",0
"53",0
"54",0.0967741935483871
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0.516129032258065
"77",0
"78",0.870967741935484
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0.67741935483871
"86",0
"87",0
"88",0
"89",0.032258064516129
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0.032258064516129
"96",0.193548387096774
"97",0.258064516129032
"98",0
"99",0
"100",0
