"","x"
"1",0.967741935483871
"2",0
"3",0.903225806451613
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0.870967741935484
"10",0.903225806451613
"11",0.709677419354839
"12",0.709677419354839
"13",0
"14",0
"15",0
"16",0
"17",0.870967741935484
"18",0
"19",0
"20",0
"21",0
"22",1
"23",0.225806451612903
"24",0.225806451612903
"25",0
"26",0
"27",0
"28",0
"29",1
"30",0.870967741935484
"31",0.0967741935483871
"32",1
"33",0
"34",0
"35",0.870967741935484
"36",0
"37",0.67741935483871
"38",0
"39",0
"40",0.354838709677419
"41",0.129032258064516
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0.903225806451613
"54",0
"55",0
"56",0.903225806451613
"57",0
"58",0
"59",0.161290322580645
"60",0
"61",0.903225806451613
"62",0.419354838709677
"63",0.419354838709677
"64",0
"65",0
"66",1
"67",0
"68",0
"69",0
"70",0
"71",0.870967741935484
"72",0
"73",0.935483870967742
"74",0
"75",0.193548387096774
"76",0.161290322580645
"77",0.193548387096774
"78",0.903225806451613
"79",0.0967741935483871
"80",0
"81",0
"82",0.0645161290322581
"83",0
"84",0
"85",0
"86",0.903225806451613
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0.645161290322581
"93",0
"94",0
"95",0
"96",0.741935483870968
"97",0.935483870967742
"98",0
"99",0
"100",0.0645161290322581
