"","x"
"1",0.806451612903226
"2",0
"3",0.774193548387097
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0.193548387096774
"10",1
"11",0.935483870967742
"12",1
"13",0
"14",0
"15",0
"16",0
"17",0.838709677419355
"18",0
"19",0
"20",0
"21",0.0967741935483871
"22",0.193548387096774
"23",0.870967741935484
"24",0.741935483870968
"25",0
"26",0
"27",0.032258064516129
"28",0
"29",0.967741935483871
"30",1
"31",0
"32",0.967741935483871
"33",0
"34",0
"35",0.709677419354839
"36",0
"37",1
"38",0.0645161290322581
"39",0
"40",1
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",1
"54",0
"55",0
"56",0.774193548387097
"57",0
"58",0.161290322580645
"59",0
"60",0
"61",0.032258064516129
"62",0.032258064516129
"63",0.032258064516129
"64",0.0967741935483871
"65",0
"66",0
"67",0.67741935483871
"68",0
"69",0
"70",0
"71",0.870967741935484
"72",0
"73",0.161290322580645
"74",0.258064516129032
"75",0.967741935483871
"76",0.903225806451613
"77",0.032258064516129
"78",1
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0.129032258064516
"85",0.129032258064516
"86",0.67741935483871
"87",0
"88",0
"89",0.129032258064516
"90",0
"91",0
"92",0.903225806451613
"93",0
"94",0
"95",0
"96",0.67741935483871
"97",0.967741935483871
"98",0
"99",0
"100",0
