"","x"
"1",0.935483870967742
"2",0
"3",0.967741935483871
"4",0
"5",0
"6",0.032258064516129
"7",0
"8",0.032258064516129
"9",0.838709677419355
"10",0.709677419354839
"11",1
"12",0.838709677419355
"13",0
"14",0
"15",0.0645161290322581
"16",0
"17",0.903225806451613
"18",0
"19",0
"20",0
"21",0
"22",0.0967741935483871
"23",0.935483870967742
"24",0.741935483870968
"25",0
"26",0
"27",0
"28",0
"29",0.645161290322581
"30",0.903225806451613
"31",0.032258064516129
"32",0.483870967741935
"33",0
"34",0
"35",0.935483870967742
"36",0
"37",0.774193548387097
"38",0
"39",0
"40",0.935483870967742
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0.967741935483871
"54",0
"55",0
"56",0.935483870967742
"57",0
"58",0
"59",0
"60",0
"61",0.870967741935484
"62",0.870967741935484
"63",0
"64",0
"65",0
"66",0.838709677419355
"67",0.258064516129032
"68",0
"69",0
"70",0
"71",0.451612903225806
"72",0.193548387096774
"73",0.967741935483871
"74",0
"75",0.387096774193548
"76",0.516129032258065
"77",0
"78",0.774193548387097
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0.67741935483871
"87",0
"88",0
"89",0.032258064516129
"90",0
"91",0
"92",0.903225806451613
"93",0
"94",0
"95",0
"96",0.935483870967742
"97",0.967741935483871
"98",0
"99",0
"100",0
