"","x"
"1",0.838709677419355
"2",0
"3",0.774193548387097
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0.225806451612903
"10",0.935483870967742
"11",0.483870967741935
"12",0.935483870967742
"13",0
"14",0
"15",0
"16",0.0645161290322581
"17",0.258064516129032
"18",0
"19",0
"20",0
"21",0
"22",0.774193548387097
"23",0.258064516129032
"24",0.32258064516129
"25",0
"26",0
"27",0
"28",0
"29",0.483870967741935
"30",0.870967741935484
"31",0
"32",0.290322580645161
"33",0
"34",0.0645161290322581
"35",0.709677419354839
"36",0
"37",0.258064516129032
"38",0
"39",0
"40",0.741935483870968
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0.935483870967742
"54",0
"55",0
"56",0.741935483870968
"57",0
"58",0
"59",0
"60",0
"61",0.806451612903226
"62",0.838709677419355
"63",0
"64",0
"65",0
"66",0.193548387096774
"67",0.032258064516129
"68",0
"69",0
"70",0
"71",0.709677419354839
"72",0
"73",0.419354838709677
"74",0
"75",0
"76",0.032258064516129
"77",0.0645161290322581
"78",0.419354838709677
"79",0
"80",0.0645161290322581
"81",0.161290322580645
"82",0
"83",0
"84",0
"85",0
"86",0.870967741935484
"87",0
"88",0
"89",0.32258064516129
"90",0
"91",0
"92",0.870967741935484
"93",0
"94",0
"95",0
"96",0.548387096774194
"97",0.903225806451613
"98",0
"99",0
"100",0
