"","x"
"1",0.161290322580645
"2",0.032258064516129
"3",0.903225806451613
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0.032258064516129
"10",0.774193548387097
"11",0.935483870967742
"12",0.935483870967742
"13",0.129032258064516
"14",0
"15",0
"16",0
"17",0.903225806451613
"18",0
"19",0
"20",0
"21",0
"22",0.709677419354839
"23",0.935483870967742
"24",0.741935483870968
"25",0
"26",0
"27",0
"28",0
"29",0.290322580645161
"30",0.709677419354839
"31",0
"32",0.838709677419355
"33",0
"34",0.0645161290322581
"35",0.225806451612903
"36",0
"37",1
"38",0
"39",0
"40",0.193548387096774
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0.838709677419355
"54",0
"55",0
"56",0.774193548387097
"57",0
"58",0
"59",0
"60",0
"61",0.580645161290323
"62",1
"63",0
"64",0
"65",0
"66",0.451612903225806
"67",0
"68",0
"69",0
"70",0
"71",0.67741935483871
"72",0
"73",0
"74",0
"75",0.032258064516129
"76",0
"77",0
"78",0.580645161290323
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0.967741935483871
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0.838709677419355
"93",0
"94",0
"95",0
"96",1
"97",1
"98",0
"99",0
"100",0
