"","x"
"1",1
"2",0
"3",1
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0.580645161290323
"10",1
"11",0.967741935483871
"12",0.903225806451613
"13",0
"14",0
"15",0
"16",0
"17",0.870967741935484
"18",0
"19",0
"20",0
"21",0.032258064516129
"22",1
"23",0.967741935483871
"24",1
"25",0
"26",0
"27",0.161290322580645
"28",0
"29",0.838709677419355
"30",0.935483870967742
"31",0.129032258064516
"32",1
"33",0
"34",0
"35",1
"36",0.32258064516129
"37",0.774193548387097
"38",0
"39",0
"40",0.967741935483871
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0.032258064516129
"50",0
"51",0
"52",0
"53",1
"54",0
"55",0
"56",0.419354838709677
"57",0
"58",0.161290322580645
"59",0
"60",0
"61",0.967741935483871
"62",0.967741935483871
"63",0
"64",0
"65",0
"66",1
"67",0
"68",0
"69",0
"70",0
"71",1
"72",0
"73",0.903225806451613
"74",0.161290322580645
"75",0.838709677419355
"76",0.903225806451613
"77",0
"78",1
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0.806451612903226
"87",0.129032258064516
"88",0
"89",0
"90",0
"91",0
"92",0.870967741935484
"93",0
"94",0
"95",0.0967741935483871
"96",0.967741935483871
"97",0.967741935483871
"98",0
"99",0
"100",0.387096774193548
