"","x"
"1",0.838709677419355
"2",0.032258064516129
"3",0.967741935483871
"4",0
"5",0
"6",0
"7",0.0967741935483871
"8",0
"9",0.354838709677419
"10",0.935483870967742
"11",0.903225806451613
"12",0.129032258064516
"13",0.612903225806452
"14",0
"15",0
"16",0
"17",0.516129032258065
"18",0.161290322580645
"19",0
"20",0
"21",0
"22",0.967741935483871
"23",0.838709677419355
"24",0.67741935483871
"25",0.129032258064516
"26",0
"27",0.032258064516129
"28",0
"29",0.935483870967742
"30",0.516129032258065
"31",0.032258064516129
"32",0.870967741935484
"33",0
"34",0
"35",0.806451612903226
"36",0
"37",0.967741935483871
"38",0
"39",0
"40",1
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0.645161290322581
"54",0
"55",0
"56",0.870967741935484
"57",0
"58",0
"59",0
"60",0
"61",1
"62",0.935483870967742
"63",0
"64",0
"65",0
"66",0.967741935483871
"67",0
"68",0
"69",0
"70",0
"71",0.516129032258065
"72",0
"73",0.967741935483871
"74",0
"75",0.548387096774194
"76",0.290322580645161
"77",0
"78",1
"79",0
"80",0
"81",0.032258064516129
"82",0
"83",0
"84",0.32258064516129
"85",0
"86",0.967741935483871
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0.903225806451613
"93",0
"94",0
"95",0
"96",0.838709677419355
"97",1
"98",0
"99",0
"100",0
