"","x"
"1",1
"2",0
"3",0.967741935483871
"4",0
"5",0
"6",0
"7",0
"8",0
"9",1
"10",1
"11",0.806451612903226
"12",1
"13",0
"14",0
"15",0
"16",0.0645161290322581
"17",0.741935483870968
"18",0
"19",0.32258064516129
"20",0
"21",0
"22",1
"23",0.741935483870968
"24",0
"25",0.354838709677419
"26",0
"27",0
"28",0
"29",1
"30",1
"31",0
"32",0.870967741935484
"33",0
"34",0
"35",1
"36",0.032258064516129
"37",0.838709677419355
"38",0
"39",0
"40",1
"41",0
"42",0.032258064516129
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0.354838709677419
"49",0
"50",0
"51",0
"52",0
"53",0.870967741935484
"54",0.258064516129032
"55",0
"56",1
"57",0
"58",0
"59",0
"60",0
"61",0.903225806451613
"62",0.967741935483871
"63",0
"64",0
"65",0
"66",1
"67",0
"68",0
"69",0
"70",0
"71",0.967741935483871
"72",0
"73",0.935483870967742
"74",0
"75",1
"76",0.806451612903226
"77",0.129032258064516
"78",1
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0.161290322580645
"85",0
"86",0.258064516129032
"87",0
"88",0
"89",0.0645161290322581
"90",0
"91",0
"92",0.838709677419355
"93",0
"94",0
"95",0
"96",1
"97",1
"98",0
"99",0
"100",0
