"","x"
"1",0.935483870967742
"2",0.258064516129032
"3",0.548387096774194
"4",0.032258064516129
"5",0
"6",0
"7",0
"8",0
"9",0.967741935483871
"10",0.451612903225806
"11",0.903225806451613
"12",1
"13",0
"14",0
"15",0
"16",0
"17",1
"18",0
"19",0
"20",0
"21",0
"22",0.967741935483871
"23",0.870967741935484
"24",0.935483870967742
"25",0.032258064516129
"26",0
"27",0
"28",0
"29",0.870967741935484
"30",0.967741935483871
"31",0.032258064516129
"32",0.903225806451613
"33",0
"34",0
"35",0.967741935483871
"36",0
"37",0.935483870967742
"38",0
"39",0
"40",0.935483870967742
"41",0
"42",0
"43",0.032258064516129
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0.709677419354839
"54",0
"55",0.258064516129032
"56",0.161290322580645
"57",0.0967741935483871
"58",0
"59",0
"60",0
"61",0.516129032258065
"62",0.612903225806452
"63",0
"64",0
"65",0
"66",1
"67",0
"68",0
"69",0
"70",0
"71",1
"72",0.0967741935483871
"73",0.935483870967742
"74",0
"75",0.935483870967742
"76",0.645161290322581
"77",0
"78",0.935483870967742
"79",0.032258064516129
"80",0
"81",0.0645161290322581
"82",0
"83",0
"84",0
"85",0
"86",0.967741935483871
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0.967741935483871
"93",0
"94",0
"95",0
"96",0.741935483870968
"97",0.967741935483871
"98",0
"99",0
"100",0
