"","x"
"1",0.774193548387097
"2",0
"3",1
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0.0645161290322581
"10",1
"11",0.870967741935484
"12",0
"13",0.258064516129032
"14",0.0967741935483871
"15",0
"16",0
"17",1
"18",0
"19",0
"20",0
"21",0
"22",0.225806451612903
"23",1
"24",0.451612903225806
"25",0
"26",0
"27",0.0645161290322581
"28",0
"29",0.967741935483871
"30",0.67741935483871
"31",0
"32",0.967741935483871
"33",0
"34",0.225806451612903
"35",0.580645161290323
"36",0
"37",1
"38",0
"39",0
"40",0.903225806451613
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0.935483870967742
"54",0.258064516129032
"55",0
"56",1
"57",0
"58",0
"59",0
"60",0
"61",0.935483870967742
"62",1
"63",0.290322580645161
"64",0
"65",0
"66",0.193548387096774
"67",0
"68",0.0645161290322581
"69",0
"70",0
"71",0.516129032258065
"72",0
"73",0.483870967741935
"74",0
"75",0.387096774193548
"76",0.645161290322581
"77",0.419354838709677
"78",0.935483870967742
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0.870967741935484
"87",0
"88",0
"89",0
"90",0
"91",0
"92",1
"93",0
"94",0
"95",0
"96",0.870967741935484
"97",0.67741935483871
"98",0.032258064516129
"99",0
"100",0
