"","x"
"1",1
"2",0.161290322580645
"3",0.709677419354839
"4",0
"5",0.032258064516129
"6",0
"7",0
"8",0
"9",0.870967741935484
"10",1
"11",1
"12",0.903225806451613
"13",0.258064516129032
"14",0
"15",0
"16",0.129032258064516
"17",0.67741935483871
"18",0
"19",0
"20",0.0645161290322581
"21",0
"22",1
"23",0.870967741935484
"24",1
"25",0
"26",0
"27",0
"28",0
"29",0.903225806451613
"30",0.774193548387097
"31",0.0967741935483871
"32",1
"33",0
"34",0
"35",0.935483870967742
"36",0
"37",0.870967741935484
"38",0
"39",0
"40",0.967741935483871
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0.967741935483871
"54",0
"55",0
"56",0.967741935483871
"57",0
"58",0
"59",0
"60",0.419354838709677
"61",0.0645161290322581
"62",0.483870967741935
"63",0
"64",0
"65",0
"66",0.645161290322581
"67",0
"68",0
"69",0
"70",0
"71",0.903225806451613
"72",0
"73",0.903225806451613
"74",0
"75",0.806451612903226
"76",0.903225806451613
"77",0
"78",0.935483870967742
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0.838709677419355
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0.774193548387097
"93",0.032258064516129
"94",0
"95",0
"96",1
"97",0.741935483870968
"98",0.032258064516129
"99",0
"100",0
