"","x"
"1",0.806451612903226
"2",0
"3",0.870967741935484
"4",0
"5",0
"6",0
"7",0
"8",0.032258064516129
"9",0.612903225806452
"10",0.935483870967742
"11",0.0967741935483871
"12",0.709677419354839
"13",0
"14",0
"15",0
"16",0.032258064516129
"17",0.483870967741935
"18",0
"19",0
"20",0
"21",0
"22",0.548387096774194
"23",0.548387096774194
"24",0.32258064516129
"25",0
"26",0
"27",0
"28",0
"29",0.709677419354839
"30",0.612903225806452
"31",0.67741935483871
"32",0.870967741935484
"33",0
"34",0
"35",0.774193548387097
"36",0
"37",0.580645161290323
"38",0
"39",0
"40",0.903225806451613
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0.0967741935483871
"51",0
"52",0
"53",0.419354838709677
"54",0.032258064516129
"55",0
"56",0.161290322580645
"57",0
"58",0
"59",0
"60",0
"61",0.870967741935484
"62",0.870967741935484
"63",0
"64",0
"65",0
"66",0.806451612903226
"67",0
"68",0
"69",0
"70",0.548387096774194
"71",0
"72",0.258064516129032
"73",0.419354838709677
"74",0
"75",0.935483870967742
"76",0.967741935483871
"77",0
"78",1
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0.419354838709677
"87",0
"88",0
"89",0
"90",0
"91",0.419354838709677
"92",0
"93",0.387096774193548
"94",0
"95",0
"96",0.935483870967742
"97",0.0645161290322581
"98",0
"99",0
"100",0
