"","x"
"1",0.967741935483871
"2",0
"3",0.935483870967742
"4",0.032258064516129
"5",0
"6",0
"7",0
"8",0
"9",1
"10",0.645161290322581
"11",0.903225806451613
"12",0.967741935483871
"13",0
"14",0
"15",0.032258064516129
"16",0
"17",0.580645161290323
"18",0
"19",0
"20",0
"21",0
"22",0.935483870967742
"23",0.935483870967742
"24",0.967741935483871
"25",0
"26",0
"27",0
"28",0
"29",0.967741935483871
"30",0.870967741935484
"31",0
"32",0.935483870967742
"33",0
"34",0
"35",0.903225806451613
"36",0
"37",0.967741935483871
"38",0
"39",0
"40",0.967741935483871
"41",0.032258064516129
"42",0
"43",0.032258064516129
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0.032258064516129
"52",0
"53",1
"54",0
"55",0
"56",0.967741935483871
"57",0
"58",0
"59",0
"60",0.451612903225806
"61",0.903225806451613
"62",1
"63",0
"64",0
"65",0
"66",1
"67",0
"68",0
"69",0
"70",0.0645161290322581
"71",1
"72",0.032258064516129
"73",0.935483870967742
"74",0
"75",0.838709677419355
"76",1
"77",0
"78",0.967741935483871
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0.516129032258065
"87",0.0967741935483871
"88",0
"89",0
"90",0
"91",0
"92",1
"93",0
"94",0
"95",0
"96",1
"97",0.903225806451613
"98",0
"99",0
"100",0
