"","x"
"1",0.419354838709677
"2",0
"3",0.870967741935484
"4",0
"5",0
"6",0
"7",0
"8",0.032258064516129
"9",0
"10",0.967741935483871
"11",0.0967741935483871
"12",0.032258064516129
"13",0
"14",0
"15",0
"16",0
"17",0.0967741935483871
"18",0
"19",0
"20",0
"21",0.032258064516129
"22",0.612903225806452
"23",0.290322580645161
"24",0.129032258064516
"25",0
"26",0
"27",0.0967741935483871
"28",0
"29",0.516129032258065
"30",0.580645161290323
"31",0.161290322580645
"32",0.838709677419355
"33",0
"34",0
"35",0.709677419354839
"36",0.483870967741935
"37",0
"38",0
"39",0
"40",0.645161290322581
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0.032258064516129
"50",0
"51",0
"52",0
"53",0.774193548387097
"54",0
"55",0
"56",0
"57",0
"58",0.161290322580645
"59",0
"60",0
"61",0.580645161290323
"62",0.225806451612903
"63",0
"64",0
"65",0
"66",0.290322580645161
"67",0
"68",0
"69",0
"70",0
"71",0.645161290322581
"72",0
"73",0
"74",0.0645161290322581
"75",0
"76",0.0645161290322581
"77",0
"78",0.709677419354839
"79",0
"80",0.032258064516129
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0.0967741935483871
"87",0.129032258064516
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0.0645161290322581
"96",0.354838709677419
"97",0.774193548387097
"98",0
"99",0
"100",0.419354838709677
